ID,Startjaar,Eindjaar,Datum,Tijd,Thuisploeg,Score,Uitploeg
1466,2006,2007,28/04,20:00,Zulte Waregem,2-1,Club Brugge
1467,2006,2007,28/04,20:00,Charleroi,4-3,Sporting Lokeren
1468,2006,2007,28/04,20:00,RWDM,2-0,Beveren
1469,2006,2007,28/04,20:00,Cercle Brugge,0-1,STVV
1470,2006,2007,28/04,20:00,KAA Gent,4-1,Bergen
1471,2006,2007,29/04,18:00,KRC Genk,3-2,Moeskroen
1472,2006,2007,29/04,20:30,Roeselare,0-5,Anderlecht
1473,2006,2007,04/05,20:30,Sporting Lokeren,0-1,KRC Genk
1474,2006,2007,05/05,20:00,Moeskroen,3-0,Zulte Waregem
1475,2006,2007,05/05,20:00,Club Brugge,4-0,Lierse SK
1476,2006,2007,05/05,20:00,Germinal Beerschot,1-0,Cercle Brugge
1477,2006,2007,05/05,20:00,STVV,0-1,KAA Gent
1478,2006,2007,05/05,20:00,Bergen,6-1,Roeselare
1479,2006,2007,05/05,20:00,Charleroi,1-0,RWDM
1480,2006,2007,06/05,18:00,Westerlo,1-1,Standard
1481,2006,2007,06/05,20:30,Anderlecht,8-1,Beveren
1482,2006,2007,11/05,20:30,Cercle Brugge,4-1,Westerlo
1483,2006,2007,12/05,20:00,Beveren,0-0,Bergen
1484,2006,2007,12/05,20:00,Roeselare,3-2,STVV
1485,2006,2007,12/05,20:00,KAA Gent,1-2,Germinal Beerschot
1486,2006,2007,12/05,20:00,Standard,1-0,Club Brugge
1487,2006,2007,12/05,20:00,Lierse SK,3-3,Moeskroen
1488,2006,2007,12/05,20:00,Zulte Waregem,1-1,Sporting Lokeren
1489,2006,2007,12/05,20:00,Anderlecht,6-0,RWDM
1490,2006,2007,12/05,20:00,KRC Genk,0-2,Charleroi
1491,2006,2007,18/05,20:30,Germinal Beerschot,3-0,Roeselare
1492,2006,2007,19/05,20:00,RWDM,3-1,KRC Genk
1493,2006,2007,19/05,20:00,Charleroi,2-1,Zulte Waregem
1494,2006,2007,19/05,20:00,Sporting Lokeren,1-4,Lierse SK
1495,2006,2007,19/05,20:00,Moeskroen,2-0,Standard
1496,2006,2007,19/05,20:00,Club Brugge,3-3,Cercle Brugge
1497,2006,2007,19/05,20:00,Westerlo,1-1,KAA Gent
1498,2006,2007,19/05,20:00,STVV,3-2,Beveren
1499,2006,2007,19/05,20:00,Bergen,3-1,Anderlecht
1500,2007,2008,28/07,20:30,Anderlecht,3-1,Club Brugge
1501,2007,2008,03/08,20:30,KV Mechelen,0-1,Anderlecht
1502,2007,2008,04/08,20:00,Club Brugge,2-1,Bergen
1503,2007,2008,04/08,20:00,KRC Genk,3-1,Cercle Brugge
1504,2007,2008,04/08,20:00,Charleroi,1-1,Roeselare
1505,2007,2008,04/08,20:00,Sporting Lokeren,2-1,STVV
1506,2007,2008,04/08,20:00,RWDM,0-1,Westerlo
1507,2007,2008,04/08,20:00,FCV Dender EH,1-2,Germinal Beerschot
1508,2007,2008,05/08,18:00,Moeskroen,1-4,KAA Gent
1509,2007,2008,05/08,20:30,Zulte Waregem,1-4,Standard
1510,2007,2008,10/08,20:30,Westerlo,1-0,Charleroi
1511,2007,2008,11/08,18:00,KAA Gent,5-0,KRC Genk
1512,2007,2008,11/08,20:00,Anderlecht,1-0,Sporting Lokeren
1513,2007,2008,11/08,20:00,Standard,4-1,RWDM
1514,2007,2008,11/08,20:00,Bergen,1-1,KV Mechelen
1515,2007,2008,11/08,20:00,Cercle Brugge,2-0,Zulte Waregem
1516,2007,2008,11/08,20:00,Roeselare,3-1,FCV Dender EH
1517,2007,2008,11/08,20:00,STVV,0-2,Moeskroen
1518,2007,2008,12/08,18:00,Germinal Beerschot,0-1,Club Brugge
1519,2007,2008,17/08,20:30,Club Brugge,3-2,STVV
1520,2007,2008,18/08,18:00,FCV Dender EH,2-2,Anderlecht
1521,2007,2008,18/08,20:00,KRC Genk,0-0,Roeselare
1522,2007,2008,18/08,20:00,Zulte Waregem,1-0,Westerlo
1523,2007,2008,18/08,20:00,Charleroi,1-0,KV Mechelen
1524,2007,2008,18/08,20:00,Sporting Lokeren,0-0,Germinal Beerschot
1525,2007,2008,18/08,20:00,RWDM,0-2,KAA Gent
1526,2007,2008,18/08,20:00,Moeskroen,3-1,Bergen
1527,2007,2008,19/08,18:00,Standard,4-1,Cercle Brugge
1528,2007,2008,25/08,18:00,Germinal Beerschot,1-2,KRC Genk
1529,2007,2008,25/08,20:00,Anderlecht,3-0,RWDM
1530,2007,2008,25/08,20:00,Bergen,0-1,Sporting Lokeren
1531,2007,2008,25/08,20:00,Cercle Brugge,3-0,FCV Dender EH
1532,2007,2008,25/08,20:00,KAA Gent,1-1,Zulte Waregem
1533,2007,2008,25/08,20:00,Roeselare,0-4,Standard
1534,2007,2008,25/08,20:00,Westerlo,0-2,Moeskroen
1535,2007,2008,26/08,18:00,STVV,1-3,Charleroi
1536,2007,2008,27/08,20:30,KV Mechelen,1-1,Club Brugge
1537,2007,2008,31/08,20:30,Charleroi,3-1,Bergen
1538,2007,2008,01/09,20:00,KRC Genk,1-0,Westerlo
1539,2007,2008,01/09,20:00,Zulte Waregem,2-1,Germinal Beerschot
1540,2007,2008,01/09,20:00,Cercle Brugge,4-1,KAA Gent
1541,2007,2008,01/09,20:00,Sporting Lokeren,3-1,KV Mechelen
1542,2007,2008,01/09,20:00,RWDM,0-0,Roeselare
1543,2007,2008,01/09,20:00,FCV Dender EH,1-0,STVV
1544,2007,2008,02/09,18:00,Moeskroen,1-2,Anderlecht
1545,2007,2008,02/09,20:30,Standard,2-1,Club Brugge
1546,2007,2008,15/09,20:00,Club Brugge,1-1,Sporting Lokeren
1547,2007,2008,15/09,20:00,Anderlecht,2-2,Zulte Waregem
1548,2007,2008,15/09,20:00,Bergen,2-1,RWDM
1549,2007,2008,15/09,20:00,KV Mechelen,2-2,Moeskroen
1550,2007,2008,15/09,20:00,Roeselare,0-2,Cercle Brugge
1551,2007,2008,15/09,20:00,Westerlo,0-0,FCV Dender EH
1552,2007,2008,15/09,20:00,Germinal Beerschot,1-0,Charleroi
1553,2007,2008,16/09,18:00,KAA Gent,1-1,Standard
1554,2007,2008,16/09,20:30,STVV,1-2,KRC Genk
1555,2007,2008,22/09,20:00,Zulte Waregem,2-0,KV Mechelen
1556,2007,2008,22/09,20:00,Cercle Brugge,1-1,Germinal Beerschot
1557,2007,2008,22/09,20:00,KAA Gent,1-1,Roeselare
1558,2007,2008,22/09,20:00,RWDM,2-0,STVV
1559,2007,2008,22/09,20:00,Moeskroen,2-0,Sporting Lokeren
1560,2007,2008,22/09,20:00,FCV Dender EH,0-3,Bergen
1561,2007,2008,23/09,18:00,Charleroi,1-1,Club Brugge
1562,2007,2008,23/09,20:30,KRC Genk,1-1,Anderlecht
1563,2007,2008,24/09,20:30,Standard,2-1,Westerlo
1564,2007,2008,28/09,20:30,Bergen,1-1,KRC Genk
1565,2007,2008,29/09,20:00,Club Brugge,1-0,Moeskroen
1566,2007,2008,29/09,20:00,Anderlecht,0-1,Charleroi
1567,2007,2008,29/09,20:00,Sporting Lokeren,0-1,RWDM
1568,2007,2008,29/09,20:00,Roeselare,3-2,Zulte Waregem
1569,2007,2008,29/09,20:00,STVV,0-0,Standard
1570,2007,2008,29/09,20:00,Westerlo,1-1,Cercle Brugge
1571,2007,2008,30/09,18:00,KV Mechelen,2-2,FCV Dender EH
1572,2007,2008,30/09,20:30,Germinal Beerschot,2-2,KAA Gent
1573,2007,2008,05/10,20:30,Charleroi,1-3,Moeskroen
1574,2007,2008,06/10,20:00,KRC Genk,2-1,KV Mechelen
1575,2007,2008,06/10,20:00,Zulte Waregem,2-1,Bergen
1576,2007,2008,06/10,20:00,Cercle Brugge,5-1,STVV
1577,2007,2008,06/10,20:00,KAA Gent,1-1,Westerlo
1578,2007,2008,06/10,20:00,FCV Dender EH,0-1,Sporting Lokeren
1579,2007,2008,07/10,18:00,Standard,3-1,Germinal Beerschot
1580,2007,2008,07/10,20:30,RWDM,1-3,Club Brugge
1581,2007,2008,07/10,20:30,Roeselare,2-2,Anderlecht
1582,2007,2008,20/10,20:00,Club Brugge,2-0,FCV Dender EH
1583,2007,2008,20/10,20:00,Sporting Lokeren,1-0,Charleroi
1584,2007,2008,20/10,20:00,KV Mechelen,0-4,Cercle Brugge
1585,2007,2008,20/10,20:00,Moeskroen,1-1,KRC Genk
1586,2007,2008,20/10,20:00,STVV,2-1,Zulte Waregem
1587,2007,2008,20/10,20:00,Westerlo,6-0,Roeselare
1588,2007,2008,20/10,20:00,Germinal Beerschot,3-0,RWDM
1589,2007,2008,21/10,18:00,Bergen,1-1,Standard
1590,2007,2008,21/10,20:30,Anderlecht,2-1,KAA Gent
1591,2007,2008,26/10,20:30,KAA Gent,2-0,Bergen
1592,2007,2008,27/10,20:00,Standard,2-2,KV Mechelen
1593,2007,2008,27/10,20:00,Zulte Waregem,1-1,Sporting Lokeren
1594,2007,2008,27/10,20:00,RWDM,1-2,Charleroi
1595,2007,2008,27/10,20:00,Roeselare,2-0,STVV
1596,2007,2008,27/10,20:00,FCV Dender EH,0-3,Moeskroen
1597,2007,2008,27/10,20:00,Westerlo,1-2,Germinal Beerschot
1598,2007,2008,28/10,18:00,Cercle Brugge,0-0,Anderlecht
1599,2007,2008,28/10,20:30,KRC Genk,1-2,Club Brugge
1600,2007,2008,02/11,20:30,Moeskroen,0-0,Standard
1601,2007,2008,03/11,20:00,Club Brugge,1-0,Zulte Waregem
1602,2007,2008,03/11,20:00,Anderlecht,3-1,Westerlo
1603,2007,2008,03/11,20:00,Bergen,0-2,Cercle Brugge
1604,2007,2008,03/11,20:00,Charleroi,1-0,FCV Dender EH
1605,2007,2008,03/11,20:00,STVV,2-1,KAA Gent
1606,2007,2008,03/11,20:00,Germinal Beerschot,2-0,Roeselare
1607,2007,2008,04/11,18:00,KV Mechelen,4-0,RWDM
1608,2007,2008,04/11,20:30,Sporting Lokeren,1-1,KRC Genk
1609,2007,2008,09/11,20:30,Cercle Brugge,1-2,Club Brugge
1610,2007,2008,10/11,20:00,Standard,1-0,Sporting Lokeren
1611,2007,2008,10/11,20:00,KRC Genk,1-0,Charleroi
1612,2007,2008,10/11,20:00,Zulte Waregem,2-1,Moeskroen
1613,2007,2008,10/11,20:00,RWDM,4-1,FCV Dender EH
1614,2007,2008,10/11,20:00,Westerlo,2-0,STVV
1615,2007,2008,11/11,18:00,KAA Gent,4-1,KV Mechelen
1616,2007,2008,11/11,20:30,Germinal Beerschot,2-0,Anderlecht
1617,2007,2008,12/11,20:30,Roeselare,4-3,Bergen
1618,2007,2008,30/11,20:30,Anderlecht,0-0,Standard
1619,2007,2008,01/12,20:00,Bergen,1-3,Westerlo
1620,2007,2008,01/12,20:00,Charleroi,2-3,Zulte Waregem
1621,2007,2008,01/12,20:00,Sporting Lokeren,1-1,Cercle Brugge
1622,2007,2008,01/12,20:00,KV Mechelen,4-3,Roeselare
1623,2007,2008,01/12,20:00,Moeskroen,1-1,RWDM
1624,2007,2008,01/12,20:00,STVV,0-3,Germinal Beerschot
1625,2007,2008,02/12,18:00,FCV Dender EH,2-0,KRC Genk
1626,2007,2008,02/12,20:30,Club Brugge,0-0,KAA Gent
1627,2007,2008,07/12,20:30,Standard,5-1,Charleroi
1628,2007,2008,08/12,20:00,Zulte Waregem,1-2,FCV Dender EH
1629,2007,2008,08/12,20:00,Cercle Brugge,3-0,Moeskroen
1630,2007,2008,08/12,20:00,KAA Gent,4-2,Sporting Lokeren
1631,2007,2008,08/12,20:00,RWDM,0-5 FF,KRC Genk
1632,2007,2008,08/12,20:00,Westerlo,1-1,KV Mechelen
1633,2007,2008,08/12,20:00,Germinal Beerschot,2-0,Bergen
1634,2007,2008,09/12,18:00,Roeselare,1-2,Club Brugge
1635,2007,2008,09/12,20:30,STVV,4-3,Anderlecht
1636,2007,2008,14/12,20:30,KRC Genk,5-2,Zulte Waregem
1637,2007,2008,15/12,20:00,Bergen,0-0,STVV
1638,2007,2008,15/12,20:00,Sporting Lokeren,1-1,Westerlo
1639,2007,2008,15/12,20:00,KV Mechelen,1-2,Germinal Beerschot
1640,2007,2008,15/12,20:00,RWDM,1-4,Cercle Brugge
1641,2007,2008,15/12,20:00,Moeskroen,1-3,Roeselare
1642,2007,2008,15/12,20:00,FCV Dender EH,0-0,Standard
1643,2007,2008,16/12,13:00,Club Brugge,1-0,Anderlecht
1644,2007,2008,16/12,18:00,Charleroi,1-2,KAA Gent
1645,2007,2008,22/12,20:00,Anderlecht,3-2,Bergen
1646,2007,2008,22/12,20:00,Zulte Waregem,1-0,RWDM
1647,2007,2008,22/12,20:00,KAA Gent,2-4,FCV Dender EH
1648,2007,2008,22/12,20:00,STVV,0-1,KV Mechelen
1649,2007,2008,22/12,20:00,Germinal Beerschot,3-0,Moeskroen
1650,2007,2008,23/12,18:00,Cercle Brugge,3-1,Charleroi
1651,2007,2008,23/12,20:30,Standard,3-1,KRC Genk
1652,2007,2008,18/01,20:30,Bergen,0-1,Club Brugge
1653,2007,2008,19/01,20:00,Standard,3-1,Zulte Waregem
1654,2007,2008,19/01,20:00,Roeselare,1-2,Charleroi
1655,2007,2008,19/01,20:00,STVV,1-1,Sporting Lokeren
1656,2007,2008,19/01,20:00,Anderlecht,1-0,KV Mechelen
1657,2007,2008,19/01,20:00,Westerlo,7-2,RWDM
1658,2007,2008,19/01,20:00,Germinal Beerschot,1-0,FCV Dender EH
1659,2007,2008,20/01,18:00,KAA Gent,2-0,Moeskroen
1660,2007,2008,20/01,20:30,Cercle Brugge,5-1,KRC Genk
1661,2007,2008,22/01,20:30,Roeselare,1-1,Sporting Lokeren
1662,2007,2008,22/01,20:30,Westerlo,0-0,Club Brugge
1663,2007,2008,25/01,20:30,Zulte Waregem,0-3,Cercle Brugge
1664,2007,2008,26/01,20:00,KV Mechelen,2-0,Bergen
1665,2007,2008,26/01,20:00,KRC Genk,3-3,KAA Gent
1666,2007,2008,26/01,20:00,FCV Dender EH,2-1,Roeselare
1667,2007,2008,26/01,20:00,Moeskroen,0-0,STVV
1668,2007,2008,26/01,20:00,Charleroi,1-1,Westerlo
1669,2007,2008,26/01,20:00,Club Brugge,3-0,Germinal Beerschot
1670,2007,2008,27/01,18:00,Sporting Lokeren,0-0,Anderlecht
1671,2007,2008,27/01,20:30,RWDM,0-1,Standard
1672,2007,2008,02/02,20:00,Roeselare,0-0,KRC Genk
1673,2007,2008,02/02,20:00,Westerlo,1-1,Zulte Waregem
1674,2007,2008,02/02,20:00,KV Mechelen,1-0,Charleroi
1675,2007,2008,02/02,20:00,KAA Gent,1-0,RWDM
1676,2007,2008,02/02,20:00,Bergen,2-0,Moeskroen
1677,2007,2008,02/02,20:00,Anderlecht,1-0,FCV Dender EH
1678,2007,2008,03/02,13:00,STVV,1-1,Club Brugge
1679,2007,2008,03/02,18:00,Germinal Beerschot,1-1,Sporting Lokeren
1680,2007,2008,03/02,20:30,Cercle Brugge,0-0,Standard
1681,2007,2008,09/02,20:00,RWDM,2-4,Anderlecht
1682,2007,2008,09/02,20:00,Sporting Lokeren,1-2,Bergen
1683,2007,2008,09/02,20:00,FCV Dender EH,2-4,Cercle Brugge
1684,2007,2008,09/02,20:00,Club Brugge,2-0,KV Mechelen
1685,2007,2008,09/02,20:00,Standard,0-0,Roeselare
1686,2007,2008,09/02,20:00,Charleroi,1-1,STVV
1687,2007,2008,09/02,20:00,Moeskroen,1-2,Westerlo
1688,2007,2008,10/02,18:00,Zulte Waregem,2-1,KAA Gent
1689,2007,2008,10/02,20:30,KRC Genk,1-3,Germinal Beerschot
1690,2007,2008,15/02,20:30,KAA Gent,3-2,Cercle Brugge
1691,2007,2008,16/02,20:00,Westerlo,2-1,KRC Genk
1692,2007,2008,16/02,20:00,Germinal Beerschot,0-0,Zulte Waregem
1693,2007,2008,16/02,20:00,Bergen,0-0,Charleroi
1694,2007,2008,16/02,20:00,KV Mechelen,1-1,Sporting Lokeren
1695,2007,2008,16/02,20:00,Roeselare,2-0,RWDM
1696,2007,2008,16/02,20:00,STVV,1-2,FCV Dender EH
1697,2007,2008,17/02,13:00,Club Brugge,1-2,Standard
1698,2007,2008,17/02,18:00,Anderlecht,2-1,Moeskroen
1699,2007,2008,22/02,20:30,KRC Genk,0-1,STVV
1700,2007,2008,23/02,20:00,RWDM,1-1,Bergen
1701,2007,2008,23/02,20:00,Standard,0-0,KAA Gent
1702,2007,2008,23/02,20:00,Moeskroen,0-1,KV Mechelen
1703,2007,2008,23/02,20:00,Cercle Brugge,0-0,Roeselare
1704,2007,2008,23/02,20:00,FCV Dender EH,2-0,Westerlo
1705,2007,2008,23/02,20:00,Charleroi,0-0,Germinal Beerschot
1706,2007,2008,24/02,18:00,Sporting Lokeren,0-1,Club Brugge
1707,2007,2008,24/02,20:30,Zulte Waregem,1-0,Anderlecht
1708,2007,2008,29/02,20:30,Club Brugge,0-2,Charleroi
1709,2007,2008,01/03,20:00,Westerlo,1-3,Standard
1710,2007,2008,01/03,20:00,KV Mechelen,2-1,Zulte Waregem
1711,2007,2008,01/03,20:00,Roeselare,0-1,KAA Gent
1712,2007,2008,01/03,20:00,STVV,1-1,RWDM
1713,2007,2008,01/03,20:00,Sporting Lokeren,0-0,Moeskroen
1714,2007,2008,01/03,20:00,Bergen,2-2,FCV Dender EH
1715,2007,2008,02/03,18:00,Germinal Beerschot,3-0,Cercle Brugge
1716,2007,2008,02/03,20:30,Anderlecht,1-0,KRC Genk
1717,2007,2008,07/03,20:30,Standard,2-1,STVV
1718,2007,2008,08/03,20:00,Moeskroen,2-0,Club Brugge
1719,2007,2008,08/03,20:00,KRC Genk,1-2,Bergen
1720,2007,2008,08/03,20:00,RWDM,2-0,Sporting Lokeren
1721,2007,2008,08/03,20:00,FCV Dender EH,0-3,KV Mechelen
1722,2007,2008,08/03,20:00,Zulte Waregem,3-1,Roeselare
1723,2007,2008,08/03,20:00,Cercle Brugge,1-0,Westerlo
1724,2007,2008,09/03,18:00,KAA Gent,2-1,Germinal Beerschot
1725,2007,2008,09/03,20:30,Charleroi,0-2,Anderlecht
1726,2007,2008,14/03,20:30,Germinal Beerschot,1-2,Standard
1727,2007,2008,15/03,20:00,Bergen,3-0,Zulte Waregem
1728,2007,2008,15/03,20:00,Moeskroen,3-1,Charleroi
1729,2007,2008,15/03,20:00,STVV,0-0,Cercle Brugge
1730,2007,2008,15/03,20:00,Westerlo,2-0,KAA Gent
1731,2007,2008,15/03,20:00,Club Brugge,1-0,RWDM
1732,2007,2008,15/03,20:00,Sporting Lokeren,1-0,FCV Dender EH
1733,2007,2008,16/03,18:00,Anderlecht,5-0,Roeselare
1734,2007,2008,16/03,20:30,KV Mechelen,2-2,KRC Genk
1735,2007,2008,21/03,20:30,KRC Genk,3-1,Moeskroen
1736,2007,2008,22/03,20:00,FCV Dender EH,1-0,Club Brugge
1737,2007,2008,22/03,20:00,Charleroi,1-0,Sporting Lokeren
1738,2007,2008,22/03,20:00,Cercle Brugge,2-0,KV Mechelen
1739,2007,2008,22/03,20:00,Zulte Waregem,3-2,STVV
1740,2007,2008,22/03,20:00,Roeselare,0-2,Westerlo
1741,2007,2008,22/03,20:00,RWDM,1-2,Germinal Beerschot
1742,2007,2008,23/03,18:00,KAA Gent,2-3,Anderlecht
1743,2007,2008,23/03,20:30,Standard,2-0,Bergen
1744,2007,2008,29/03,20:00,KV Mechelen,0-1,Standard
1745,2007,2008,29/03,20:00,Sporting Lokeren,0-0,Zulte Waregem
1746,2007,2008,29/03,20:00,Bergen,4-0,KAA Gent
1747,2007,2008,29/03,20:00,Charleroi,1-0,RWDM
1748,2007,2008,29/03,20:00,STVV,0-1,Roeselare
1749,2007,2008,29/03,20:00,Moeskroen,2-1,FCV Dender EH
1750,2007,2008,29/03,20:00,Germinal Beerschot,0-2,Westerlo
1751,2007,2008,30/03,18:00,Anderlecht,3-1,Cercle Brugge
1752,2007,2008,30/03,20:30,Club Brugge,2-6,KRC Genk
1753,2007,2008,04/04,20:30,KAA Gent,2-3,STVV
1754,2007,2008,05/04,20:00,Zulte Waregem,2-3,Club Brugge
1755,2007,2008,05/04,20:00,Cercle Brugge,0-0,Bergen
1756,2007,2008,05/04,20:00,FCV Dender EH,2-4,Charleroi
1757,2007,2008,05/04,20:00,KRC Genk,2-3,Sporting Lokeren
1758,2007,2008,05/04,20:00,RWDM,2-2,KV Mechelen
1759,2007,2008,05/04,20:00,Roeselare,1-0,Germinal Beerschot
1760,2007,2008,06/04,18:00,Standard,1-0,Moeskroen
1761,2007,2008,06/04,20:30,Westerlo,0-2,Anderlecht
1762,2007,2008,11/04,20:30,Sporting Lokeren,0-0,Standard
1763,2007,2008,12/04,20:00,Charleroi,3-1,KRC Genk
1764,2007,2008,12/04,20:00,Moeskroen,0-2,Zulte Waregem
1765,2007,2008,12/04,20:00,KV Mechelen,1-0,KAA Gent
1766,2007,2008,12/04,20:00,FCV Dender EH,1-1,RWDM
1767,2007,2008,12/04,20:00,Bergen,1-1,Roeselare
1768,2007,2008,12/04,20:00,STVV,0-2,Westerlo
1769,2007,2008,13/04,18:00,Club Brugge,1-0,Cercle Brugge
1770,2007,2008,13/04,20:30,Anderlecht,2-0,Germinal Beerschot
1771,2007,2008,18/04,20:30,Cercle Brugge,3-2,Sporting Lokeren
1772,2007,2008,19/04,20:00,Westerlo,0-0,Bergen
1773,2007,2008,19/04,20:00,Zulte Waregem,2-2,Charleroi
1774,2007,2008,19/04,20:00,Roeselare,2-2,KV Mechelen
1775,2007,2008,19/04,20:00,RWDM,0-2,Moeskroen
1776,2007,2008,19/04,20:00,KRC Genk,2-0,FCV Dender EH
1777,2007,2008,19/04,20:00,Germinal Beerschot,2-1,STVV
1778,2007,2008,20/04,18:00,KAA Gent,0-0,Club Brugge
1779,2007,2008,20/04,20:30,Standard,2-0,Anderlecht
1780,2007,2008,25/04,20:30,Sporting Lokeren,1-1,KAA Gent
1781,2007,2008,26/04,20:00,KRC Genk,2-1,RWDM
1782,2007,2008,26/04,20:00,Anderlecht,4-1,STVV
1783,2007,2008,26/04,20:00,KV Mechelen,1-0,Westerlo
1784,2007,2008,26/04,20:00,Bergen,0-0,Germinal Beerschot
1785,2007,2008,26/04,20:00,FCV Dender EH,2-1,Zulte Waregem
1786,2007,2008,26/04,20:00,Moeskroen,1-0,Cercle Brugge
1787,2007,2008,27/04,18:00,Charleroi,2-1,Standard
1788,2007,2008,27/04,20:30,Club Brugge,1-0,Roeselare
1789,2007,2008,02/05,20:30,Zulte Waregem,2-2,KRC Genk
1790,2007,2008,03/05,20:00,Anderlecht,2-0,Club Brugge
1791,2007,2008,03/05,20:00,STVV,1-1,Bergen
1792,2007,2008,03/05,20:00,KAA Gent,2-1,Charleroi
1793,2007,2008,03/05,20:00,Westerlo,1-2,Sporting Lokeren
1794,2007,2008,03/05,20:00,Germinal Beerschot,4-3,KV Mechelen
1795,2007,2008,03/05,20:00,Cercle Brugge,0-0,RWDM
1796,2007,2008,03/05,20:00,Roeselare,2-1,Moeskroen
1797,2007,2008,03/05,20:00,Standard,3-0,FCV Dender EH
1798,2007,2008,09/05,20:30,RWDM,1-2,Zulte Waregem
1799,2007,2008,10/05,20:00,Bergen,1-2,Anderlecht
1800,2007,2008,10/05,20:00,KRC Genk,0-2,Standard
1801,2007,2008,10/05,20:00,Charleroi,1-3,Cercle Brugge
1802,2007,2008,10/05,20:00,FCV Dender EH,0-3,KAA Gent
1803,2007,2008,10/05,20:00,Sporting Lokeren,3-0,Roeselare
1804,2007,2008,10/05,20:00,KV Mechelen,2-3,STVV
1805,2007,2008,10/05,20:00,Club Brugge,4-0,Westerlo
1806,2007,2008,10/05,20:00,Moeskroen,1-0,Germinal Beerschot
1807,2008,2009,09/08,20:30,Standard,3-1,Anderlecht
1808,2008,2009,16/08,20:00,Zulte Waregem,0-0,Sporting Lokeren
1809,2008,2009,16/08,20:00,Cercle Brugge,0-3,Anderlecht
1810,2008,2009,16/08,20:00,FCV Dender EH,1-3,Standard
1811,2008,2009,16/08,20:00,Roeselare,2-2,KV Kortrijk
1812,2008,2009,16/08,20:00,Tubeke,1-2,Moeskroen
1813,2008,2009,16/08,20:00,Westerlo,1-0,Charleroi
1814,2008,2009,17/08,18:00,KAA Gent,5-0,Bergen
1815,2008,2009,17/08,20:30,KRC Genk,1-1,Germinal Beerschot
1816,2008,2009,23/08,18:00,Standard,3-0,Westerlo
1817,2008,2009,23/08,20:00,Anderlecht,2-2,KAA Gent
1818,2008,2009,23/08,20:00,Charleroi,1-0,Roeselare
1819,2008,2009,23/08,20:00,Sporting Lokeren,4-1,Tubeke
1820,2008,2009,23/08,20:00,Moeskroen,3-1,KV Mechelen
1821,2008,2009,23/08,20:00,KV Kortrijk,2-1,Cercle Brugge
1822,2008,2009,23/08,20:00,Germinal Beerschot,1-1,FCV Dender EH
1823,2008,2009,24/08,18:00,Bergen,3-1,KRC Genk
1824,2008,2009,29/08,20:30,Tubeke,1-4,Club Brugge
1825,2008,2009,30/08,20:00,Anderlecht,4-0,KV Kortrijk
1826,2008,2009,30/08,20:00,KRC Genk,1-0,Sporting Lokeren
1827,2008,2009,30/08,20:00,Cercle Brugge,2-1,Bergen
1828,2008,2009,30/08,20:00,FCV Dender EH,1-2,Moeskroen
1829,2008,2009,30/08,20:00,KV Mechelen,0-2,Zulte Waregem
1830,2008,2009,30/08,20:00,Westerlo,1-0,Germinal Beerschot
1831,2008,2009,31/08,18:00,Roeselare,1-1,Standard
1832,2008,2009,31/08,20:30,KAA Gent,2-0,Charleroi
1833,2008,2009,13/09,18:00,Bergen,1-2,Anderlecht
1834,2008,2009,13/09,20:00,Club Brugge,1-1,FCV Dender EH
1835,2008,2009,13/09,20:00,Standard,2-0,KV Kortrijk
1836,2008,2009,13/09,20:00,Sporting Lokeren,1-1,Westerlo
1837,2008,2009,13/09,20:00,KV Mechelen,0-0,Tubeke
1838,2008,2009,13/09,20:00,Moeskroen,4-2,KAA Gent
1839,2008,2009,13/09,20:00,Germinal Beerschot,3-0,Roeselare
1840,2008,2009,14/09,18:00,Charleroi,3-2,Cercle Brugge
1841,2008,2009,14/09,20:00,Zulte Waregem,1-3,KRC Genk
1842,2008,2009,19/09,20:30,Anderlecht,2-0,Charleroi
1843,2008,2009,20/09,20:00,Cercle Brugge,1-0,Germinal Beerschot
1844,2008,2009,20/09,20:00,KAA Gent,1-2,KV Mechelen
1845,2008,2009,20/09,20:00,FCV Dender EH,2-0,Zulte Waregem
1846,2008,2009,20/09,20:00,Roeselare,0-1,Sporting Lokeren
1847,2008,2009,20/09,20:00,KV Kortrijk,1-0,Bergen
1848,2008,2009,20/09,20:00,Westerlo,0-0,Moeskroen
1849,2008,2009,21/09,18:00,Tubeke,0-1,Standard
1850,2008,2009,21/09,20:30,KRC Genk,0-1,Club Brugge
1851,2008,2009,24/09,20:30,KV Mechelen,1-1,Club Brugge
1852,2008,2009,26/09,20:30,Standard,2-1,Anderlecht
1853,2008,2009,27/09,20:00,Club Brugge,2-0,Westerlo
1854,2008,2009,27/09,20:00,Bergen,2-0,Roeselare
1855,2008,2009,27/09,20:00,Zulte Waregem,1-0,Tubeke
1856,2008,2009,27/09,20:00,Charleroi,1-2,KV Kortrijk
1857,2008,2009,27/09,20:00,Sporting Lokeren,1-1,Cercle Brugge
1858,2008,2009,28/09,18:00,Moeskroen,1-2,KRC Genk
1859,2008,2009,28/09,20:30,Germinal Beerschot,2-2,KAA Gent
1860,2008,2009,29/09,20:30,KV Mechelen,4-1,FCV Dender EH
1861,2008,2009,03/10,20:30,Anderlecht,2-1,Moeskroen
1862,2008,2009,04/10,20:00,KRC Genk,2-1,KV Mechelen
1863,2008,2009,04/10,20:00,Bergen,1-1,Charleroi
